کد IRC,کلمه جستجو,تعداد نتایج,کد پیام کاندیدا,نام فارسی کاندیدا,نام انگلیسی کاندیدا,کد ژنریک کاندیدا,IRC کاندیدا,قیمت کاندیدا (ریال),تاریخ قیمت (میلادی)
5450090615389105,اینترافارم,17,0301006527,ففول مکس 100  30 عدد کپسول اینترافارم,FEFOL MAX 100  30 Capsule Intrapharm,02101,,237666,2026-01-26T10:57:31+03:30
5450090615389105,اینترافارم,17,0301006523,ففول پلاس  30 عدد کپسول اینترافارم,FEFOL PLUS  30 Capsule Intrapharm,02101,,230000,2026-02-28T09:40:34+03:30
5450090615389105,اینترافارم,17,0301006526,ففول دئودنال  30 عدد کپسول اینترافارم,FEFOL DUODENAL  30 Capsule Intrapharm,02101,,228333,2026-04-25T17:40:48+03:30
5933031177131727,اینترافارم,17,0301010124,ففول کیدز + ایمیونیتی  120 میلی لیتر شربت اینترافارم,FEFOL KIDS + IMMUNITY  120 ML Syrup Intrapharm,02101,,4950000,2026-07-08T15:46:55+03:30
5933031177131727,اینترافارم,17,0301010624,بنوزین پلاس  30 عدد کپسول اینترافارم,BENOZIN PLUS  30 Capsule Intrapharm,02101,,331666,2026-07-18T19:42:15+03:30
5933031177131727,اینترافارم,17,0100006163,ميدريلات (سیکلوپنتولات اچ سی ال) 1 % 5 میلی لیتر قطره استریل چشمى اینترافارم,MYDRILATE (CYCLOPENTOLATE HCL) 1 % 5 ML Sterile Eye Drops Intrapharm,50838,06163,330000,2019-10-07T10:04:33+03:30
5933031177131727,اینترافارم,17,0301008950,ففول کیدز  15 میلی لیتر قطره خوراکى اینترافارم,FEFOL KIDS  15 ML Oral Drop Intrapharm,02101,,3200000,2026-07-11T17:20:06+03:30
5933031177131727,اینترافارم,17,0301006525,ففول برست فیدینگ  30 عدد کپسول اینترافارم,FEFOL BREASTFEEDING  30 Capsule Intrapharm,02101,,310000,2026-04-25T17:39:29+03:30
5933031177131727,اینترافارم,17,0301006528,ففول پرگنسی  30 عدد کپسول اینترافارم,FEFOL PREGNANCY  30 Capsule Intrapharm,02101,,300000,2026-05-04T11:48:37+03:30
5933031177131727,اینترافارم,17,0301006522,ففول ویتامینز  30 عدد کپسول اینترافارم,FEFOL VITAMINS  30 Capsule Intrapharm,02101,,263333,2026-02-02T11:54:29+03:30
5933031177131727,اینترافارم,17,0301006527,ففول مکس 100  30 عدد کپسول اینترافارم,FEFOL MAX 100  30 Capsule Intrapharm,02101,,237666,2026-01-26T10:57:31+03:30
5933031177131727,اینترافارم,17,0301006523,ففول پلاس  30 عدد کپسول اینترافارم,FEFOL PLUS  30 Capsule Intrapharm,02101,,230000,2026-02-28T09:40:34+03:30
5933031177131727,اینترافارم,17,0301006526,ففول دئودنال  30 عدد کپسول اینترافارم,FEFOL DUODENAL  30 Capsule Intrapharm,02101,,228333,2026-04-25T17:40:48+03:30
7539962579563939,فرمولا,55,0000000987,ميلك فنيل دن فرمولا   شیرخشک,MILK PHENYL DON FORMULA   Powder Milk,,,,
7539962579563939,فرمولا,55,0000001533,میلک هومانا اینفنت فرمولا   شیرخشک,MILK HUMANA INFANT FORMULA   Powder Milk,,,,
7539962579563939,فرمولا,55,0000001564,ميلك كيدلاك اينفنت فرمولا   شیرخشک,MILK KIDLAC INFANT FORMULA   Powder Milk,,,,
7539962579563939,فرمولا,55,0000001614,میلک نی نی اینفنت فرمولا   شیرخشک,MILK NINI INFANT FORMULA   Powder Milk,,,,
7539962579563939,فرمولا,55,0000001722,میلک نوتریلون سوی فرمولا اس   شیرخشک,MILK NUTRILON SOYA  FORMULA S   Powder Milk,,,,
7539962579563939,فرمولا,55,0000001790,ميلك ساني بوي - اينفانت فرمولا   شیرخشک,MILK SUNNY BOY -INFANT FORMULA   Powder Milk,,,,
7539962579563939,فرمولا,55,0000020945,میلک کومیدا گاک  ا فرمولا  400 گرم شیرخشک,MILK COMIDA GAC A FORMULA  400 GR Powder Milk,,,,
7539962579563939,فرمولا,55,0000009369,میلک پی کا یو سی فرمولا  500 گرم شیرخشک,MILK PKU C FORMULA  500 GR Powder Milk,,,,
7539962579563939,فرمولا,55,0000009353,میلک پی کا یو بی فرمولا  500 گرم شیرخشک,MILK PKU B FORMULA  500 GR Powder Milk,,,,
7539962579563939,فرمولا,55,0000023801,میلک اینفنت فرمولا ای آر   شیرخشک,MILK INFANT FORMULA AR   Powder Milk,,,,
9656278892074440,اینترافارم,17,0301010124,ففول کیدز + ایمیونیتی  120 میلی لیتر شربت اینترافارم,FEFOL KIDS + IMMUNITY  120 ML Syrup Intrapharm,02101,,4950000,2026-07-08T15:46:55+03:30
9656278892074440,اینترافارم,17,0301010624,بنوزین پلاس  30 عدد کپسول اینترافارم,BENOZIN PLUS  30 Capsule Intrapharm,02101,,331666,2026-07-18T19:42:15+03:30
9656278892074440,اینترافارم,17,0100006163,ميدريلات (سیکلوپنتولات اچ سی ال) 1 % 5 میلی لیتر قطره استریل چشمى اینترافارم,MYDRILATE (CYCLOPENTOLATE HCL) 1 % 5 ML Sterile Eye Drops Intrapharm,50838,06163,330000,2019-10-07T10:04:33+03:30
9656278892074440,اینترافارم,17,0301008950,ففول کیدز  15 میلی لیتر قطره خوراکى اینترافارم,FEFOL KIDS  15 ML Oral Drop Intrapharm,02101,,3200000,2026-07-11T17:20:06+03:30
9656278892074440,اینترافارم,17,0301006525,ففول برست فیدینگ  30 عدد کپسول اینترافارم,FEFOL BREASTFEEDING  30 Capsule Intrapharm,02101,,310000,2026-04-25T17:39:29+03:30
9656278892074440,اینترافارم,17,0301006528,ففول پرگنسی  30 عدد کپسول اینترافارم,FEFOL PREGNANCY  30 Capsule Intrapharm,02101,,300000,2026-05-04T11:48:37+03:30
9656278892074440,اینترافارم,17,0301006522,ففول ویتامینز  30 عدد کپسول اینترافارم,FEFOL VITAMINS  30 Capsule Intrapharm,02101,,263333,2026-02-02T11:54:29+03:30
9656278892074440,اینترافارم,17,0301006527,ففول مکس 100  30 عدد کپسول اینترافارم,FEFOL MAX 100  30 Capsule Intrapharm,02101,,237666,2026-01-26T10:57:31+03:30
9656278892074440,اینترافارم,17,0301006523,ففول پلاس  30 عدد کپسول اینترافارم,FEFOL PLUS  30 Capsule Intrapharm,02101,,230000,2026-02-28T09:40:34+03:30
9656278892074440,اینترافارم,17,0301006526,ففول دئودنال  30 عدد کپسول اینترافارم,FEFOL DUODENAL  30 Capsule Intrapharm,02101,,228333,2026-04-25T17:40:48+03:30
2528582547686001,وایتامینزکازئین,0,,,,,,,
2687429511860893,وایتامینز,0,,,,,,,
6567023598396522,وایتامینز,0,,,,,,,
6797293126500473,وایتامینزکازئین,0,,,,,,,
9635745416933262,وایتامینز,0,,,,,,,
4184994556826810,ریلکس,8,0101004202,ریلکسیوار (متوکاربامول) 1 گرم / 10 میلی لیتر تزریقى واریان فارمد,RELAXIVAR (METHOCARBAMOL) 1 GR / 10 ML Injection Varian Pharmed,00822,,850000,2026-04-03T10:21:40+03:30
4184994556826810,ریلکس,8,0201007126,ریلکسیم  30 میلی لیتر قطره خوراکى سیمرغ داروی عطار,RELAXIM  30 ML Oral Drop Simorgh Darou Attar,02100,,2420000,2024-09-09T11:21:27+03:30
4184994556826810,ریلکس,8,0301006331,ریلکسیو  150 میلی لیتر شربت فیشر کیندر,RELAXIVE  150 ML Syrup Fisher Kinder,02101,,1500000,2024-06-18T11:26:18+03:30
4184994556826810,ریلکس,8,0201006407,رودیو ریلکس  30 عدد کپسول گیاهان سبز زندگی,RHODIO RELAX  30 Capsule Green Plants Of Life,02100,,150000,2026-06-21T19:48:23+03:30
4184994556826810,ریلکس,8,0200024847,ریلکس هرب  30 عدد کپسول بهتا دارو,RELAX HERB  30 Capsule Behta Daru,02100,24847,140000,2026-07-28T11:25:49+03:30
4184994556826810,ریلکس,8,0300015670,نوتری ریلکس اس تی جونز ورت  300 میلی گرم کپسول نوتری لب,NUTRI RELAX ST JOHNS WORT  300 MG Capsule Nutrilab,02101,15670,,
4184994556826810,ریلکس,8,0300025075,مدیپ ریلکس  60 عدد قرص جویدنى,MEDYP RELAX  60 Chewablet Tablet,02101,25075,,
4184994556826810,ریلکس,8,0300025571,مدیپ آرترو ریلکس  60 عدد قرص جویدنى مدیپ,MEDYP ARTHRO RELAX  60 Chewablet Tablet Medyp,02101,25571,,
4812122438801463,ویواپاور,0,,,,,,,
5480325284588405,بلیستر,2,0300024474,هیرنوتری  بلیستر 30 عدد کپسول کارن,HAIR NUTRI  BELISTER 30 Capsule Karen,02101,24474,75900,2024-07-18T11:01:02+03:30
5480325284588405,بلیستر,2,0301006600,امگا - 3  1000 میلی گرم 60 عدد بلیستر سافت ژل کارن,OMEGA-3  1000 MG 60 Soft Gelatin Capsule Karen,02101,,,
5808762938130595,لوورنیتین,1,0101002330,لوورنیتین (ال - کارنیتین) 1 گرم / 10 میلی لیتر محلول خوراکی دلتا دارو,LEVORNITINE (L - CARNITINE) 1 GR / 10 ML Oral Solution Delta Darou,51895,,91900,2025-09-23T23:24:15+03:30
9328256691213426,مولتین,1,0300002728,مولتین  30 عدد قرص روکشدار عبیدی,MULTINE  30 F.C. Tablet Abidi,02101,02728,,
2508415520629515,وانیلی,14,0300023961,انترامیل با پروتئین بالا  400 گرم وانیلی پودر کارن,ENTERA MEAL HIGH PROTEIN  400 GR VANILLA Powder Karen,02101,23961,7425000,2026-09-07T07:59:12+03:30
2508415520629515,وانیلی,14,0300023963,انترامیل کودکان  400 گرم وانیلی پودر کارن,ENTERA MEAL PEDIATRICS  400 GR VANILLA Powder Karen,02101,23963,6050000,2026-07-21T09:22:01+03:30
2508415520629515,وانیلی,14,0301005602,درمابست  وانیلی 14 عدد ساشه نوتری بست,DERMABEST  VANILLA 14 Sache Nutri Best,02101,,600000,2026-01-28T11:28:26+03:30
2508415520629515,وانیلی,14,0301009072,بتاگلوفیت  وانیلی 20 عدد ساشه آرین سلامت سینا,BETAGLUFIT  VANILLA 20 Sache Arian Salamat Sina,02101,,53450,2025-05-07T12:08:45+03:30
2508415520629515,وانیلی,14,0300023962,انترامیل با فیبر بالا  400 گرم وانیلی پودر کارن,ENTERA MEAL HIGH FIBER  400 GR VANILLA Powder Karen,02101,23962,4400000,2026-07-21T09:19:41+03:30
2508415520629515,وانیلی,14,0300024224,فورتيمل وانيلی  335 گرم پودر نوتریشیا,FORTIMEL VANILLA  335 GR Powder Nutricia,02101,24224,400000,2020-09-12T09:42:33+03:30
2508415520629515,وانیلی,14,0300025263,لیدی میل  وانیلی 400 گرم پودر,LADYMIL  VANILLA 400 GR Powder,02101,25263,3650000,2025-11-18T09:49:58+03:30
2508415520629515,وانیلی,14,0300024363,متابولیک وی  وانیلی 2270 گرم پودر,METABOLIC WHEY  VANILLA 2270 GR Powder,02101,24363,,
2508415520629515,وانیلی,14,0300024366,متابولیک وی  وانیلی 4540 گرم پودر,METABOLIC WHEY  VANILLA 4540 GR Powder,02101,24366,,
2508415520629515,وانیلی,14,0300024645,کلشیک  وانیلی ساشه فرزنیوس کابی,CALSHAKE  VANILLA Sache Fresenius Kabi,02101,24645,,
9290683864767685,MASSIVEWHEY,0,,,,,,,
9318171961685736,فرنگی,28,0301005521,آیروفیکس  توت فرنگی 150 میلی لیتر شربت دایونیکس فارما,IROFIX  STRAWBERRY 150 ML Syrup Dayonix Pharma,02101,,8575000,2026-05-19T18:17:33+03:30
9318171961685736,فرنگی,28,0301005937,ویتامین دی 3  توت فرنگی 400 واحد 15 میلی لیتر قطره خوراکى افق تولید پارس,VITAMIN D3  STRAWBERRY 400 IU 15 ML Oral Drop Ofogh Tolid Pars,02101,,788000,2024-10-19T10:24:25+03:30
9318171961685736,فرنگی,28,0301005523,آیروفیکس  توت فرنگی 30 میلی لیتر قطره خوراکى دایونیکس فارما,IROFIX  STRAWBERRY 30 ML Oral Drop Dayonix Pharma,02101,,4731000,2026-05-19T18:33:21+03:30
9318171961685736,فرنگی,28,0201005509,کیدزی کولیک  توت فرنگی 30 میلی لیتر قطره خوراکى دایونیکس فارما,KIDSSI COLIC  STRAWBERRY 30 ML Oral Drop Dayonix Pharma,02100,,4510000,2026-09-19T10:02:48+03:30
9318171961685736,فرنگی,28,0200003539,موسیلیوم توت فرنگی  7 عدد ساشه ایران داروک,MUSYLIUM STRAWBERRY  7 Sache Iran Darouk,02100,03539,450000,2026-06-13T22:46:09+03:30
9318171961685736,فرنگی,28,0201005511,اموکیدز  بلوبری و توت فرنگی 150 میلی لیتر شربت دایونیکس فارما,EMOKIDS  BLUEBERRY AND STRAWBERRY 150 ML Syrup Dayonix Pharma,02100,,4100000,2026-05-19T18:19:35+03:30
9318171961685736,فرنگی,28,0200025381,پسیلیوم توت فرنگی  7 عدد ساشه ایران داروک,PSYLLIUM STRAWBERRY  7 Sache Iran Darouk,02100,25381,280000,2026-05-13T14:31:00+03:30
9318171961685736,فرنگی,28,0300025257,لیدی میل  توت فرنگی 400 گرم پودر,LADYMIL  STRABERY 400 GR Powder,02101,25257,2420000,2025-07-30T11:49:01+03:30
9318171961685736,فرنگی,28,0301005607,مگنی بست  توت فرنگی 30 عدد ساشه نوتری بست,MAGNIBEST  STRAWBERRY 30 Sache Nutri Best,02101,,230000,2026-09-07T09:49:34+03:30
9318171961685736,فرنگی,28,0300024367,متابولیک وی  توت فرنگی-موزی 4540 گرم پودر,METABOLIC WHEY  STRAWBERRY-BANANA 4540 GR Powder,02101,24367,,
1456187267861854,ماسکالی,0,,,,,,,
1939883460453931,ژلاتینی,0,,,,,,,
3214380310116386,بستنی,0,,,,,,,
7321364462605399,بالانس,16,0000002026,بالانسد سالت  15 میلی لیتر محلول استریل چشمی,BALANCED SALT  15 ML Sterile Ophthalmic Solution,,,,
7321364462605399,بالانس,16,0000052079,بالانسد سالت  1000 میلی لیتر محلول استریل چشمی,BALANCED SALT  1000 ML Sterile Ophthalmic Solution,,,,
7321364462605399,بالانس,16,0000001401,بالانسد سالت / گلوتاتیون   محلول استریل چشمی,BALANCED SALT / GLUTATHION   Sterile Ophthalmic Solution,,,,
7321364462605399,بالانس,16,0000006968,بالانسد سالت  500 میلی لیتر محلول استریل چشمی,BALANCED SALT  500 ML Sterile Ophthalmic Solution,,,,
7321364462605399,بالانس,16,0301008978,لیت کنترل پی اچ بالانس  60 عدد کپسول بهشاد دارو,LIT CONTROL PH BALANCE  660 Capsule Behshad Darou,02101,,703216,2026-07-21T12:44:46+03:30
7321364462605399,بالانس,16,0100006970,بالانسد سالت  1000 میلی لیتر محلول استریل چشمی شهید قاضی,BALANCED SALT  1000 ML Sterile Ophthalmic Solution Shahid Ghazi,52079,06970,30535,2022-07-14T20:57:55+03:30
7321364462605399,بالانس,16,0301006273,بالانس بلند  90 عدد کپسول فیرهون هلث,BALANCE BLEND  90 Capsule Fairhaven Health,02101,,287222,2026-08-11T14:40:38+03:30
7321364462605399,بالانس,16,0301006401,شوگر متا بالانس  30 عدد قرص گرین نیچر,SUGAR META BALANCE  30 Tablet Green Nature,02101,,283000,2026-06-28T08:47:35+03:30
7321364462605399,بالانس,16,0101004524,بالانسد سالت  500 میلی لیتر محلول استریل چشمی ثامن,BALANCED SALT  500 ML Sterile Ophthalmic Solution Samen,06968,,1820000,2026-08-04T02:00:27+03:30
7321364462605399,بالانس,16,0100005723,بالانسد سالت  500 میلی لیتر محلول استریل چشمی شهید قاضی,BALANCED SALT  500 ML Sterile Ophthalmic Solution Shahid Ghazi,06968,05723,1820000,2026-08-04T02:00:32+03:30
7452907239345947,ماسکالی,0,,,,,,,
8197991043956632,ماسکالی,0,,,,,,,
8758107898473371,بستنی,0,,,,,,,
9237691231050231,کارنوزین,0,,,,,,,
3715424143450734,پرتقال,16,0300025486,ویتامین ث  500 میلی گرم پرتقال 20 عدد قرص جوشان اسوه,VITAMIN C  500 MG ORANGE 20 Effervescent Tablet Osve,02101,25486,88000,2026-07-15T17:39:37+03:30
3715424143450734,پرتقال,16,0301005496,تری دی تری  پرتقال و نعنا 120 میلی لیتر سوسپانسیون خوراکی الحاوی,Tri D3  ORANGE AND MINT FLAVOR 120 ML Oral Suspension Alhavi,02101,,792000,2024-10-19T09:19:57+03:30
3715424143450734,پرتقال,16,0301005938,ویتامین دی 3  پرتقال 400 واحد 15 میلی لیتر قطره خوراکى افق تولید پارس,VITAMIN D3  ORANGE 400 IU 15 ML Oral Drop Ofogh Tolid Pars,02101,,788000,2024-05-11T11:54:41+03:30
3715424143450734,پرتقال,16,0300025492,اسوه - ویتامین ث  پرتقال قرص جویدنى اسوه,OSVE-VITAMIN C  Orange Chewablet Tablet Osve,02101,25492,7000,2021-07-04T11:05:23+03:30
3715424143450734,پرتقال,16,0200024959,موسیلیوم فورت  پرتقالی 7 عدد ساشه ایران داروک,MUSYLIUM FORTE  ORANGE 7 Sache Iran Darouk,02100,24959,550000,2026-06-16T08:47:28+03:30
3715424143450734,پرتقال,16,0200003540,موسیلیوم پرتقالی  7 عدد ساشه ایران داروک,MUSYLIUM ORANGE  7 Sache Iran Darouk,02100,03540,450000,2026-06-13T22:45:53+03:30
3715424143450734,پرتقال,16,0301005528,کیدزی مولتی ویتامین  پرتقال 150 میلی لیتر شربت دایونیکس فارما,KIDSSI MULTIVITAMIN  ORANGE 150 ML Syrup Dayonix Pharma,02101,,3992000,2026-05-19T18:16:25+03:30
3715424143450734,پرتقال,16,0301005529,کیدزی زینک  لیمو و پرتقال 150 میلی لیتر شربت دایونیکس فارما,KIDSSI ZINC  MEMON AND ORANGE 150 ML Syrup Dayonix Pharma,02101,,3844000,2026-07-14T13:37:03+03:30
3715424143450734,پرتقال,16,0301005535,کارا سی  پرتقال 1000 میلی گرم 60 عدد قرص جویدنى امید طب کوشا,KARA C  ORANGE 1000 MG 60 Chewablet Tablet OMID TEB KOOSHA,02101,,34016,2024-01-14T10:54:43+03:30
3715424143450734,پرتقال,16,0200009903,پسیلیوم پرتقالی  7 عدد ساشه پورسینا,PSYLLIUM ORANGE  7 Sache Pursina,02100,09903,300000,2026-06-16T09:19:08+03:30
4624765568626146,بلیستر,2,0300024474,هیرنوتری  بلیستر 30 عدد کپسول کارن,HAIR NUTRI  BELISTER 30 Capsule Karen,02101,24474,75900,2024-07-18T11:01:02+03:30
4624765568626146,بلیستر,2,0301006600,امگا - 3  1000 میلی گرم 60 عدد بلیستر سافت ژل کارن,OMEGA-3  1000 MG 60 Soft Gelatin Capsule Karen,02101,,,
7614140076247253,MANGO,1,0201005730,مانگو اسلیم بی دی آ  60 عدد کپسول بهتا دارو,MANGO SLIM BDA  60 Capsule Behta Daru,02100,,130000,2026-05-25T12:25:01+03:30
8214261017694656,ٍویتامین,100,0000000281,"ویتامین د3 ( کوله کلسیفرول )  200,000 واحد / 10 میلی لیتر تزریقى","VITAMIN D3 (COLECALCIFEROL)  200,000 IU / 10 ML Injection",,,,
8214261017694656,ٍویتامین,100,0000000282,"ویتامین د3 ( کوله کلسیفرول )  480,000 واحد / 60 میلی لیتر تزریقى","VITAMIN D3 (COLECALCIFEROL)  480,000 IU / 60 ML Injection",,,,
8214261017694656,ٍویتامین,100,0000000445,ویتامین د2 (دی هیدروتاکی استرول )  0.5 میلی گرم کپسول,VITAMIN D2 (DIHYDROTACHYSTEROL)  0.5 MG Capsule,,,,
8214261017694656,ٍویتامین,100,0000052768,ویتامین کا 1 ( فیتومنادیون )  10 میلی گرم / 1 میلی لیتر 0.2 میلی لیتر تزریقى,VITAMIN K1 (PHYTOMENADIONE)  10 MG / 1 ML 0.2 ML Injection,,,,
8214261017694656,ٍویتامین,100,0000052467,ویتامین کا 1 ( فیتومنادیون )  10 میلی گرم قرص جویدنى,VITAMIN K1 (PHYTOMENADIONE)  10 MG Chewablet Tablet,,,,
8214261017694656,ٍویتامین,100,0000006412,ویتامین ب1  250 میلی گرم / 7 میلی لیتر تزریقى,VITAMIN B1  250 MG / 7 ML Injection,,,,
8214261017694656,ٍویتامین,100,0000007213,ویتامین ب1  100 میلی گرم تزریقى,VITAMIN B1  100 MG Injection,,,,
8214261017694656,ٍویتامین,100,0000011462,ویتامین ب12  1000 میکروگرم / 4 میلی لیتر تزریقى,VITAMIN B12  1000 MCG / 4 ML Injection,,,,
8214261017694656,ٍویتامین,100,0000011691,ویتامین ب12  1 میلی گرم / 2 میلی لیتر تزریقى,VITAMIN B12  1 MG / 2ML Injection,,,,
8214261017694656,ٍویتامین,100,0000010306,ویتامین ب6  100 میلی گرم قرص,VITAMIN B6  100 MG Tablet,,,,
9004214170565499,بلیستر,2,0300024474,هیرنوتری  بلیستر 30 عدد کپسول کارن,HAIR NUTRI  BELISTER 30 Capsule Karen,02101,24474,75900,2024-07-18T11:01:02+03:30
9004214170565499,بلیستر,2,0301006600,امگا - 3  1000 میلی گرم 60 عدد بلیستر سافت ژل کارن,OMEGA-3  1000 MG 60 Soft Gelatin Capsule Karen,02101,,,
9195252529103216,پرتقال,16,0300025486,ویتامین ث  500 میلی گرم پرتقال 20 عدد قرص جوشان اسوه,VITAMIN C  500 MG ORANGE 20 Effervescent Tablet Osve,02101,25486,88000,2026-07-15T17:39:37+03:30
9195252529103216,پرتقال,16,0301005496,تری دی تری  پرتقال و نعنا 120 میلی لیتر سوسپانسیون خوراکی الحاوی,Tri D3  ORANGE AND MINT FLAVOR 120 ML Oral Suspension Alhavi,02101,,792000,2024-10-19T09:19:57+03:30
9195252529103216,پرتقال,16,0301005938,ویتامین دی 3  پرتقال 400 واحد 15 میلی لیتر قطره خوراکى افق تولید پارس,VITAMIN D3  ORANGE 400 IU 15 ML Oral Drop Ofogh Tolid Pars,02101,,788000,2024-05-11T11:54:41+03:30
9195252529103216,پرتقال,16,0300025492,اسوه - ویتامین ث  پرتقال قرص جویدنى اسوه,OSVE-VITAMIN C  Orange Chewablet Tablet Osve,02101,25492,7000,2021-07-04T11:05:23+03:30
9195252529103216,پرتقال,16,0200024959,موسیلیوم فورت  پرتقالی 7 عدد ساشه ایران داروک,MUSYLIUM FORTE  ORANGE 7 Sache Iran Darouk,02100,24959,550000,2026-06-16T08:47:28+03:30
9195252529103216,پرتقال,16,0200003540,موسیلیوم پرتقالی  7 عدد ساشه ایران داروک,MUSYLIUM ORANGE  7 Sache Iran Darouk,02100,03540,450000,2026-06-13T22:45:53+03:30
9195252529103216,پرتقال,16,0301005528,کیدزی مولتی ویتامین  پرتقال 150 میلی لیتر شربت دایونیکس فارما,KIDSSI MULTIVITAMIN  ORANGE 150 ML Syrup Dayonix Pharma,02101,,3992000,2026-05-19T18:16:25+03:30
9195252529103216,پرتقال,16,0301005529,کیدزی زینک  لیمو و پرتقال 150 میلی لیتر شربت دایونیکس فارما,KIDSSI ZINC  MEMON AND ORANGE 150 ML Syrup Dayonix Pharma,02101,,3844000,2026-07-14T13:37:03+03:30
9195252529103216,پرتقال,16,0301005535,کارا سی  پرتقال 1000 میلی گرم 60 عدد قرص جویدنى امید طب کوشا,KARA C  ORANGE 1000 MG 60 Chewablet Tablet OMID TEB KOOSHA,02101,,34016,2024-01-14T10:54:43+03:30
9195252529103216,پرتقال,16,0200009903,پسیلیوم پرتقالی  7 عدد ساشه پورسینا,PSYLLIUM ORANGE  7 Sache Pursina,02100,09903,300000,2026-06-16T09:19:08+03:30
9551967995819380,استارلبز,0,,,,,,,
9711574546151184,پیوریکن,0,,,,,,,
1973401535694379,سنتروویت,10,0301005979,سنتروویت کلسیم + ویتامین د  50 عدد قرص ثنامد,CENTROVIT CALCIUM + VITAMIN D  50 Tablet Sana Med,02101,,8180,2024-05-27T09:29:21+03:30
1973401535694379,سنتروویت,10,0301005973,سنتروویت گلوکزامین پلاس  750 میلی گرم 30 عدد قرص ثنامد,CENTROVIT GLUCOSAMINE PLUS  750 MG 30 Tablet Sana Med,02101,,38166,2024-05-26T12:10:52+03:30
1973401535694379,سنتروویت,10,0301005975,سنتروویت سلنیوم پلاس  60 عدد کپسول ثنامد,CENTROVIT SELENIUM PLUS  60 Capsule Sana Med,02101,,21800,2024-05-26T12:17:47+03:30
1973401535694379,سنتروویت,10,0301005974,سنتروویت زینک پلاس  5 میلی گرم 60 عدد کپسول ثنامد,CENTROVIT ZINC PLUS  5 MG 60 Capsule Sana Med,02101,,19616,2024-05-26T12:13:53+03:30
1973401535694379,سنتروویت,10,0301005976,سنتروویت ویتامین ای  200 واحد 30 عدد کپسول ثنامد,CENTROVIT VITAMIN E  200 IU 30 Capsule Sana Med,02101,,15266,2024-05-27T09:17:01+03:30
1973401535694379,سنتروویت,10,0301005977,سنتروویت ویتامین ب12  1000 میکروگرم 60 عدد کپسول ثنامد,CENTROVIT VITAMIN B12  1000 MCG 60 Capsule Sana Med,02101,,15250,2024-05-27T09:20:55+03:30
1973401535694379,سنتروویت,10,0301005981,سنتروویت بیوتین  1000 میکروگرم 30 عدد کپسول ثنامد,CENTROVIT BIOTIN  1000 MCG 30 Capsule Sana Med,02101,,15233,2024-05-27T10:09:26+03:30
1973401535694379,سنتروویت,10,0301005978,سنتروویت ویتامین ب12  500 میکروگرم 60 عدد کپسول ثنامد,CENTROVIT VITAMIN B12  500 MCG 60 Capsule Sana Med,02101,,14166,2024-05-27T09:25:37+03:30
1973401535694379,سنتروویت,10,0300006964,سنتروویت  500 میلی گرم قرص جوشان ثنامد,CENTROVIT  500 MG Effervescent Tablet Sana Med,02101,06964,12000,2021-04-10T10:34:14+03:30
1973401535694379,سنتروویت,10,0301005980,سنتروویت ویتامین د3  1000 واحد 60 عدد کپسول ثنامد,CENTROVIT VITAMIN D3  1000 IU 60 Capsule Sana Med,02101,,11000,2024-05-27T09:32:43+03:30
2953686039202841,نوتریشن,44,0301010315,مای نوتریشن لیپوکل  200 میلی لیتر شربت افق تولید پارس,MY NUTRITION LIPOCAL  200 ML Syrup Ofogh Tolid Pars,02101,,6150000,2026-07-01T13:34:08+03:30
2953686039202841,نوتریشن,44,0301010314,مای نوتریشن لیپوزینک  200 میلی لیتر شربت افق تولید پارس,MY NUTRITION LIPOZINC  200 ML Syrup Ofogh Tolid Pars,02101,,4770000,2026-06-06T10:56:37+03:30
2953686039202841,نوتریشن,44,0301009309,مای نوتریشن کلاژن + ویتامین سی  30 عدد کپسول افق تولید پارس,MY NUTRITION COLLAGEN + VITAMIN C  30 Capsule Ofogh Tolid Pars,02101,,362500,2026-06-13T22:58:16+03:30
2953686039202841,نوتریشن,44,0301006726,مای نوتریشن ویتا دیلی  30 عدد قرص افق تولید پارس,MY NUTRITION VITA DAILY  30 Tablet Ofogh Tolid Pars,02101,,320833,2026-06-29T14:00:31+03:30
2953686039202841,نوتریشن,44,0301006728,مای نوتریشن جوینتکس جوینت ساپورت  40 عدد قرص افق تولید پارس,MY NUTRITION JOINTEX JOINT SUPPORT  40 Tablet Ofogh Tolid Pars,02101,,306250,2026-07-11T14:02:00+03:30
2953686039202841,نوتریشن,44,0301009306,مای نوتریشن پرناتال + دی اچ ای  30 عدد قرص افق تولید پارس,MY NUTRITION PRENATAL MULTI + DHA  30 Tablet Ofogh Tolid Pars,02101,,304200,2026-08-17T10:31:48+03:30
2953686039202841,نوتریشن,44,0301010616,مای نوتریشن لیپوتون  200 میلی لیتر شربت,MY NUTRITION LIPOTON  200 ML Syrup,02101,,28500000,2026-07-18T14:22:39+03:30
2953686039202841,نوتریشن,44,0301009308,مای نوتریشن سوپر ب کمپلکس  30 عدد قرص افق تولید پارس,MY NUTRITION SUPER B COMPLEX  30 Tablet Ofogh Tolid Pars,02101,,258333,2026-06-29T13:59:19+03:30
2953686039202841,نوتریشن,44,0301009307,مای نوتریشن زینک پلاس + ب کمپلکس  30 عدد قرص افق تولید پارس,MY NUTRITION ZINC PLUS + B COMPLEX  30 Tablet Ofogh Tolid Pars,02101,,241666,2026-06-29T13:59:51+03:30
