کد IRC,کلمه جستجو,تعداد نتایج,کد پیام کاندیدا,نام فارسی کاندیدا,نام انگلیسی کاندیدا,کد ژنریک کاندیدا,IRC کاندیدا,قیمت کاندیدا (ریال),تاریخ قیمت (میلادی)
0299535459498487,نوتری,100,0301006919,ال - کارنیتین  10 عدد قرص جوشان نوتری پاد,L - CARNITINE  10 Effervescent Tablet Nutri Pad,02101,,87200,2024-08-10T09:53:17+03:30
0299535459498487,نوتری,100,0301010511,نوتری فیز منیزیم + ویتامین ب6  20 عدد قرص جوشان مهبان دارو,NUTRI FIZZ MAGNESIUM + B6  20 Effervescent Tablet Mahban Darou,02101,,86350,2026-07-07T16:25:58+03:30
0299535459498487,نوتری,100,0301010447,کرومیوم  200 میکروگرم 30 عدد قرص نوتری تریس,CHROMIUM  200 MCG 30 Tablet Nutritrace,02101,,85266,2026-07-04T19:01:06+03:30
2846728206732811,ADULTS,12,0301006863,مولتی ویتامین بزرگسالان بالای 50 سال  60 عدد کپسول نورم لایف,MULTI VITAMIN ADULTS +50  60 Capsule Norm Life,02101,,54500,2024-08-07T11:16:07+03:30
2846728206732811,ADULTS,12,0101004717,برنی ادالتس (فسفومایسین ترومتامول) 3 گرم ساشه سو.سئه.فارم,BERNY ADULTS (FOSFOMYCIN TROMETAMOL) 3 GR Sache So.se.pharm,24205,,4250000,2026-08-04T17:38:59+03:30
2846728206732811,ADULTS,12,0301008655,مولتی ویتامین مینرال - بزرگسالان  30 عدد کپسول نیچرز پلنتی,MULTIVITAMINS MINERALS - ADULTS  30 Capsule Natures Plenty,02101,,266200,2026-06-29T14:24:12+03:30
2846728206732811,ADULTS,12,0301006768,مولتی ویتامین مینرال - بزرگسالان  60 عدد کپسول نیچرز پلنتی,MULTIVITAMINS MINERALS - ADULTS  60 Capsule Natures Plenty,02101,,200000,2026-05-30T08:59:44+03:30
2846728206732811,ADULTS,12,0301010631,الکترولیت بزرگسال  20 عدد قرص جوشان نیچرز پلنتی,ADULTS ELECTROLYTE  20 Effervescent Tablet Natures Plenty,02101,,198000,2026-07-18T20:11:11+03:30
2846728206732811,ADULTS,12,0301006812,مولتی ویتامین بزرگسالان بالای 50 سال  60 عدد قرص نکستایل,MULTI VITAMIN ADULTS +50  60 Tablet Nextyle,02101,,154450,2026-02-05T11:10:56+03:30
2846728206732811,ADULTS,12,0300024933,مولتی ویتامینز و مینرالز روزانه برای بزرگسالان   قرص,DAILY MULTIVITAMINS & MINERALS FOR ADULTS   Tablet,02101,24933,,
2846728206732811,ADULTS,12,0300023828,شیر بزرگسالان  20 گرم پودر پگاه تهران,ADULTS MILK  20 GR Powder Pegah Tehran,02101,23828,,
2846728206732811,ADULTS,12,0300023829,شیر بزرگسالان  100 گرم پودر پگاه تهران,ADULTS MILK  100 GR Powder Pegah Tehran,02101,23829,,
2846728206732811,ADULTS,12,0300023830,شیر بزرگسالان  250 گرم پودر پگاه تهران,ADULTS MILK  250 GR Powder Pegah Tehran,02101,23830,,
9004357252271657,شکلاتی,11,0201009064,موسیلیوم فورت  شکلاتی 7 عدد ساشه ایران داروک,MUSYLIUM FORTE  CHOCOLATE 7 Sache Iran Darouk,02100,,525000,2026-05-10T20:01:06+03:30
9004357252271657,شکلاتی,11,0200025304,جنرال تونیک  شکلاتی 20 عدد ساشه دینه,GENERAL TONIC  COCOA 20 Sache Dineh,02100,25304,200000,2026-06-09T12:49:20+03:30
9004357252271657,شکلاتی,11,0300024364,متابولیک وی  شکلاتی 4540 گرم پودر,METABOLIC WHEY  CHOCOLATE 4540 GR Powder,02101,24364,,
9004357252271657,شکلاتی,11,0300024365,متابولیک وی  شکلاتی  2270 گرم پودر,METABOLIC WHEY  CHOCOLATE 2270 GR Powder,02101,24365,,
9004357252271657,شکلاتی,11,0300018618,کلشیک  شکلاتی ساشه فرزنیوس کابی,CALSHAKE  CHOCOLATE Sache Fresenius Kabi,02101,18618,,
9004357252271657,شکلاتی,11,0300024646,کلشیک  90 گرم شکلاتی ساشه فرزنیوس کابی,CALSHAKE  90 GR CHOCOLATE Sache Fresenius Kabi,02101,24646,,
9004357252271657,شکلاتی,11,0300024875,پروتئین وی  شکلاتی 4540 گرم پودر امید پارسینا دماوند,PROTEIN WHEY  CHOCOLATE 4540 GR Powder OPD Pharma,02101,24875,,
9004357252271657,شکلاتی,11,0300024876,پروتئین وی  شکلاتی 2270 گرم پودر امید پارسینا دماوند,PROTEIN WHEY  CHOCOLATE 2270 GR Powder OPD Pharma,02101,24876,,
9004357252271657,شکلاتی,11,0300024877,پروتئین وی  شکلاتی 1000 گرم پودر امید پارسینا دماوند,PROTEIN WHEY  CHOCOLATE 1000 GR Powder OPD Pharma,02101,24877,,
9004357252271657,شکلاتی,11,0300025147,هلث ایمپایر  شکلاتی 2270 گرم پودر,HEALTH EMPIRE  CHOCOLATE 2270 GR Powder,02101,25147,,
6467937204673411,اکسیر,100,0201005792,ویگرس  60 عدد کپسول ادیب اکسیر,VIGOROUS  60 Capsule Adib Exir,02100,,99500,2026-06-09T12:26:02+03:30
6467937204673411,اکسیر,100,0301006271,رويال ژلی  30 عدد سافت ژل توان اکسیر فارمد,ROYAL JELLY  30 Soft Gelatin Capsule Tavan Exir Pharmed,02101,,99000,2024-11-02T11:26:15+03:30
6467937204673411,اکسیر,100,0201003656,دامینست  60 عدد کپسول ادیب اکسیر,DAMINEST  60 Capsule Adib Exir,02100,,98333,2026-05-17T14:51:59+03:30
6467937204673411,اکسیر,100,0100021854,لووفلوکساسین  500 میلی گرم / 20 میلی لیتر تزریقى اکسیر,LEVOFLOXACIN  500 MG / 20 ML Injection Exir,21853,21854,960000,2026-04-05T17:39:54+03:30
6467937204673411,اکسیر,100,0100004875,گاباپنتین  300 میلی گرم کپسول اکسیر,GABAPENTIN  300 MG Capsule Exir,00573,04875,96000,2026-08-04T00:18:49+03:30
6467937204673411,اکسیر,100,0101000227,اکسی پلانین (تیکوپلانین) 400 میلی گرم تزریقى اکسیر,EXIPLANIN (TEICOPLANIN) 400 MG For Injection Exir,10488,,9500000,2026-06-11T22:29:59+03:30
6467937204673411,اکسیر,100,0100021829,آسیکلوویر (آسیکلوویر سدیم) 250 میلی گرم تزریقى اکسیر,ACICLOVIR (ACICLOVIR SODIUM) 250 MG For Injection Exir,00022,21829,950000,2026-03-29T09:23:42+03:30
6467937204673411,اکسیر,100,0101001872,رپاکسیر (رمی فنتانیل اچ سی ال) 1 میلی گرم تزریقى اکسیر,REPAXIR (REMIFENTANIL HCL) 1 MG For Injection Exir,02182,,950000,2026-04-04T14:41:04+03:30
6467937204673411,اکسیر,100,0101007958,باریم سولفات  135 گرم پودر برای تهیه سوسپانسیون خوراکی اکسیر,BARIUM SULFATE  135 GR Powder For Oral Suspension Exir,01334,,950000,2026-04-06T23:51:25+03:30
6467937204673411,اکسیر,100,0101001625,دیابتوز (سیتاگلیپتین) 100 میلی گرم قرص روکشدار اکسیر,DIABETOSE (SITAGLIPTIN) 100 MG F.C. Tablet Exir,16303,,95000,2026-08-08T09:23:33+03:30
8459776734951288,مهردارو,0,,,,,,,
4611305662145207,جالینوس,100,0100007723,گاباپنتین  300 میلی گرم کپسول جالینوس,GABAPENTIN  300 MG Capsule Jalinous,00573,07723,96000,2026-08-04T00:19:32+03:30
4611305662145207,جالینوس,100,0301006558,ویتامین د3  4000 واحد 30 عدد سافت ژل جالینوس,VITAMIN D3  4000 IU 30 Soft Gelatin Capsule Jalinous,02101,,9366,2024-11-26T09:41:18+03:30
4611305662145207,جالینوس,100,0101002634,داگاتران (دابیگاتران) 75 میلی گرم کپسول جالینوس,DAGATRAN (DABIGATRAN) 75 MG Capsule Jalinous,13584,,90800,2024-10-01T11:29:49+03:30
4611305662145207,جالینوس,100,0100012467,هیوسین (هیوسین - ان - بوتیل بروماید) 10 میلی گرم قرص روکشدار جالینوس,HYOSCINE (HYOSCINE - N - BUTYL BROMIDE) 10 MG F.C. Tablet Jalinous,00654,12467,90000,2026-06-10T21:57:17+03:30
4611305662145207,جالینوس,100,0101001193,استراتین (آتوموکستین) 40 میلی گرم کپسول جالینوس,STRATIN (ATOMOXETINE) 40 MG Capsule Jalinous,06134,,90000,2026-06-11T22:44:39+03:30
4611305662145207,جالینوس,100,0301006546,دی اچ ایی آ  100 میلی گرم 100 عدد قرص جالینوس,DHEA  100 MG 100 Tablet Jalinous,02101,,88000,2025-01-04T11:24:00+03:30
4611305662145207,جالینوس,100,0300024755,کلسیم سیترات + ویتامین د  100 عدد قرص جالینوس,CALCIUM CITRATE+VITAMIN D  100 Tablet Jalinous,02101,24755,88000,2026-07-15T16:32:38+03:30
4611305662145207,جالینوس,100,0301006577,کتواسلیم 100  30 عدد کپسول جالینوس,KETOSLIM 100  30 Capsule Jalinous,02101,,87200,2024-07-17T10:17:43+03:30
4611305662145207,جالینوس,100,0101002058,سرترالین (سرترالین اچ سی ال) 100 میلی گرم قرص روکشدار خط دار جالینوس,SERTRALINE (SERTRALINE HCL) 100 MG Scored F.C. Tablet Jalinous,01897,,85000,2026-06-11T01:26:24+03:30
4611305662145207,جالینوس,100,0100004330,ویتامین ب1  300 میلی گرم قرص خط دار جالینوس,VITAMIN B1  300 MG Scored Tablet Jalinous,01293,04330,85000,2026-08-06T13:40:20+03:30
7028975062960040,ویتاکلسیک,2,0300009598,ویتاکلسیک فورت   قرص,VITACALCIC FORTE   Tablet,02101,09598,,
7028975062960040,ویتاکلسیک,2,0300005210,ویتاکلسیک   قرص ایران هورمون,VITACALCIC   Tablet Iran Hormone,02101,05210,,
4125506066903573,SACHET,0,,,,,,,
0497404101735794,اینترنشنال,0,,,,,,,
2194668405665736,کوکیو,11,0301007246,ساپلاس مدز کوکیوتن  60 عدد سافت ژل,Supplus MEDS Co-Q10  60 Soft Gelatin Capsule,02101,,92650,2024-09-18T08:16:57+03:30
2194668405665736,کوکیو,11,0301010216,مای متا کوکیوتن  30 میلی گرم 60 عدد قرص تهران شیمی,My Meta COQ10  30 MG 60 Tablet Tehran Chemie,02101,,81400,2026-05-25T13:16:13+03:30
2194668405665736,کوکیو,11,0301007311,ویمکسیر امگا3 + کوکیوتن  30 عدد سافت ژل نیک سینا اکسیر,VIMEXIR Omega3 + Co Q10  30 Soft Gelatin Capsule Nik Sina Exir,02101,,356400,2026-05-25T12:43:14+03:30
2194668405665736,کوکیو,11,0300024940,آنتی ای جینگ کوکیوتن قرمز  100 میلی گرم 30 عدد سافت ژل آدونیس کیش,ANTIAGING COQ10 RED  100 MG 30 Soft Gelatin Capsule Adonis Kish,02101,24940,289300,2026-05-03T11:10:52+03:30
2194668405665736,کوکیو,11,0301007118,ویتافینیتی گلد کوکیوتن قرمز  45 عدد سافت ژل شهاب درمان,VITAFINITY GOLD COQ10 RED  45 Soft Gelatin Capsule Shahab Darman,02101,,275000,2026-07-16T15:52:20+03:30
2194668405665736,کوکیو,11,0301009053,گلوک ویت کوکیوتن  100 میلی گرم 30 عدد قرص سام راد درمان,GLUCK VIT COQ10  100 MG 30 Tablet Sam Rad Darman,02101,,203500,2026-09-21T09:30:21+03:30
2194668405665736,کوکیو,11,0300023393,آنتی ای جینگ کوکیوتن قرمز  30 میلی گرم 30 عدد سافت ژل آدونیس کیش,ANTIAGING COQ10 RED  30 MG 30 Soft Gelatin Capsule Adonis Kish,02101,23393,170533,2026-05-03T11:13:39+03:30
2194668405665736,کوکیو,11,0301010215,مای متا کوکیوتن  100 میلی گرم 60 عدد قرص تهران شیمی,My Meta COQ10  100 MG 60 Tablet Tehran Chemie,02101,,158400,2026-05-25T13:17:04+03:30
2194668405665736,کوکیو,11,0301006378,گلوک ویت کوکیوتن  30 میلی گرم 30 عدد قرص سام راد درمان,GLUCK VIT COQ10  30 MG 30 Tablet Sam Rad Darman,02101,,154000,2026-05-18T12:52:12+03:30
2194668405665736,کوکیو,11,0301009057,کوکیوتن پلاس 100  30 عدد سافت ژل ویتاویوا,CoQ10 PlUS 100  30 Soft Gelatin Capsule VitaViva,02101,,128400,2025-04-30T11:51:39+03:30
8061171725072010,گلوکوزامین,8,0301006662,ام پلاس گلوکوزآمین  60 عدد قرص پرارین پارس,M+ GLUCOSAMINE  60 Tablet Perarin Pars,02101,,141166,2026-09-19T09:32:25+03:30
8061171725072010,گلوکوزامین,8,0300006109,گلوکوزامين کندروئتین سی ام پی ایکس   کپسول نیچرز بونتی,GLUCOSAMINE CHONDROITIN CMPX   Capsule Natures Bounty,02101,06109,,
8061171725072010,گلوکوزامین,8,0300022874,گلوکوزامین سولفات میلا تک  200 گرم پودر,GLUCOSAMINE SULFATE MILATECH  200 GR Powder,02101,22874,,
8061171725072010,گلوکوزامین,8,0300022875,گلوکوزامین سولفات میلا تک  100 گرم پودر,GLUCOSAMINE SULFATE MILATECH  100 GR Powder,02101,22875,,
8061171725072010,گلوکوزامین,8,0300024542,گلوکوزامین پلاس کندروئتین   کپسول الیت,GLUCOSAMINE PLUS CHONDROITIN   Capsule Elite,02101,24542,,
8061171725072010,گلوکوزامین,8,0300023370,جوینت مکس پاور گلوکوزامین  60 عدد قرص ویتامین هاوس,JOINT MAX POWER GLUCOSAMINE  60 Tablet Vitamin House,02101,23370,,
8061171725072010,گلوکوزامین,8,0300025399,گلوکوزامین و کندرویتین   قرص امید پارسینا دماوند,GLUCOSAMINE & CHONDROITINE   Tablet OPD Pharma,02101,25399,,
8061171725072010,گلوکوزامین,8,0300025582,گلوکوزامین + هیالورونیک اسید   قرص امید پارسینا دماوند,GLUCOSAMINE+HYALURONIC ACID   Tablet OPD Pharma,02101,25582,,
2148971962096521,گلوکوزامین,8,0301006662,ام پلاس گلوکوزآمین  60 عدد قرص پرارین پارس,M+ GLUCOSAMINE  60 Tablet Perarin Pars,02101,,141166,2026-09-19T09:32:25+03:30
2148971962096521,گلوکوزامین,8,0300006109,گلوکوزامين کندروئتین سی ام پی ایکس   کپسول نیچرز بونتی,GLUCOSAMINE CHONDROITIN CMPX   Capsule Natures Bounty,02101,06109,,
2148971962096521,گلوکوزامین,8,0300022874,گلوکوزامین سولفات میلا تک  200 گرم پودر,GLUCOSAMINE SULFATE MILATECH  200 GR Powder,02101,22874,,
2148971962096521,گلوکوزامین,8,0300022875,گلوکوزامین سولفات میلا تک  100 گرم پودر,GLUCOSAMINE SULFATE MILATECH  100 GR Powder,02101,22875,,
2148971962096521,گلوکوزامین,8,0300024542,گلوکوزامین پلاس کندروئتین   کپسول الیت,GLUCOSAMINE PLUS CHONDROITIN   Capsule Elite,02101,24542,,
2148971962096521,گلوکوزامین,8,0300023370,جوینت مکس پاور گلوکوزامین  60 عدد قرص ویتامین هاوس,JOINT MAX POWER GLUCOSAMINE  60 Tablet Vitamin House,02101,23370,,
2148971962096521,گلوکوزامین,8,0300025399,گلوکوزامین و کندرویتین   قرص امید پارسینا دماوند,GLUCOSAMINE & CHONDROITINE   Tablet OPD Pharma,02101,25399,,
2148971962096521,گلوکوزامین,8,0300025582,گلوکوزامین + هیالورونیک اسید   قرص امید پارسینا دماوند,GLUCOSAMINE+HYALURONIC ACID   Tablet OPD Pharma,02101,25582,,
6083629734452658,بتاکاروتن,10,0000004690,بتاکاروتن   15 میلی گرم قرص,BETACAROTENE  15 MG Tablet,,,,
6083629734452658,بتاکاروتن,10,0000000147,بتاکاروتن   30 میلی گرم کپسول,BETACAROTENE  30 MG Capsule,,,,
6083629734452658,بتاکاروتن,10,0000002112,بتاکاروتن   25 میلی گرم کپسول,BETACAROTENE  25 MG Capsule,,,,
6083629734452658,بتاکاروتن,10,0000002111,بتاکاروتن   15 میلی گرم کپسول,BETACAROTENE  15 MG Capsule,,,,
6083629734452658,بتاکاروتن,10,0300006096,بتاکاروتن    پرل نیچرز وی,BETACAROTENE   Pearl Natures Way,02101,06096,,
6083629734452658,بتاکاروتن,10,0100015807,بتاکاروتن   15 میلی گرم کپسول هاملن,BETACAROTENE  15 MG Capsule Hameln,02111,15807,,
6083629734452658,بتاکاروتن,10,0100022822,کاروتانا (بتاکاروتن ) 15 میلی گرم کپسول ---,CAROTANA (BETACAROTENE) 15 MG Capsule ---,02111,22822,,
6083629734452658,بتاکاروتن,10,0100015854,بتاکاروتن   15 میلی گرم کپسول لامبرت هلث کر,BETACAROTENE  15 MG Capsule Lambert Healthcare,02111,15854,,
6083629734452658,بتاکاروتن,10,0100006862,بتاکاروتن   15 میلی گرم قرص ---,BETACAROTENE  15 MG Tablet ---,04690,06862,,
6083629734452658,بتاکاروتن,10,0100022381,ال . تی کیو - وانس دیلی (بتاکاروتن ) 15 میلی گرم کپسول ---,L.T Q-ONCE DAILY (BETACAROTENE) 15 MG Capsule ---,02111,22381,,
9282120781663730,نچرال,100,0000011396,لارج نچرال آمینو اسید  750 میلی گرم قرص,LARGE NEUTRAL AMINO ACID  750 MG Tablet,,,,
9282120781663730,نچرال,100,0301007228,جینسان  30 عدد قرص سان نچرال,GINSUN  30 Tablet Sun Natural,02101,,99000,2024-09-16T10:14:26+03:30
9282120781663730,نچرال,100,0300015843,بن پاور  60 عدد قرص نچرال ورلد,BONE POWER  60 Tablet Natural World,02101,15843,98666,2025-07-10T12:16:46+03:30
9282120781663730,نچرال,100,0300025067,دی اچ آ و ویتامین  15 میلی لیتر قطره یورو نچرال,DHA & VITAMINS  15 ML Drop Euro Natural,02101,25067,970000,2024-06-15T10:39:30+03:30
9282120781663730,نچرال,100,0300015841,بون کمپلکس  60 عدد قرص نچرال ورلد,BONE COMPLEX  60 Tablet Natural World,02101,15841,89650,2025-03-03T12:50:02+03:30
9282120781663730,نچرال,100,0301007225,مولتی دیلی  30 عدد قرص سان نچرال,MULTI DAILY  30 Tablet Sun Natural,02101,,79733,2025-06-12T11:20:48+03:30
9282120781663730,نچرال,100,0300016971,ایمیون ساپورت  60 عدد کپسول نچرال ورلد,IMMUNE SUPPORT  60 Capsule Natural World,02101,16971,75583,2025-02-12T12:29:20+03:30
9282120781663730,نچرال,100,0300006113,ویتامین برای مو  30 عدد قرص نچرال ورلد,VITAMINS FOR THE HAIR  30 Tablet Natural World,02101,06113,71500,2024-11-25T12:18:35+03:30
9282120781663730,نچرال,100,0300023581,چای سبز و سرکه سیب   سافت ژل سوپر نچرال,GREEN TEA IN APPLE CIDER VINGER   Soft Gelatin Capsule Super Natural,02101,23581,6867,2018-10-17T17:20:31+03:30
9282120781663730,نچرال,100,0300016322,فول فلکس پلاس  30 عدد کپسول نچرال ورلد,FULL FLEX PLUS  30 Capsule Natural World,02101,16322,591366,2026-01-06T11:20:26+03:30
